51897520	46407885	0.0460999438590055
46407885	51778028	0.00729400905843143
51778028	51713055	0.0459232011116976
51713055	51362963	0.0459232011116976
51362963	50835268	0.0459232011116976
51031206	50458186	0.00452805865112455
50458186	49977370	0.0459104082286626
49977370	51986257	0.0459104082286626
51986257	45792865	0.0459103612885368
45792865	51915373	0.0459111823775482
51915373	51836117	0.0459111823775482
51836117	51805981	0.0459111225199561
49355872	50901197	0.0344548961699471
50901197	50394020	0.0344549112798539
50394020	49137259	0.0348191542933377
49137259	46097952	0.0348191697139614
47615934	45897602	0.0340012357604228
45897602	48840668	0.0340012527928533
48840668	46482747	0.0346800132892721
46482747	46951081	0.0346800309965234
45875705	49820441	0.0467212487951463
49820441	51419434	0.0467212487951463
51419434	48206026	0.0467211993285721
48206026	50539317	0.0470794385795803
50539317	49696538	0.0470794100948853
49696538	45485935	0.0454528018936659
45777367	51560338	0.0468651516166414
51560338	51334855	0.0468651516166414
51334855	50669744	0.0468651605164648
50669744	51429984	0.0355939181387221
51429984	51477098	0.0355939207028548
51477098	51897856	0.0465423512581248
51897856	50723886	0.0465423512581248
50723886	50551095	0.0465423600311443
50299983	50489030	0.0313767201424067
50489030	46292033	0.0313767183291099
46292033	51959449	0.0432953534690136
51959449	51843571	0.0432953534690136
51843571	49202247	0.0432953451928263
49202247	51797707	0.0342434520141286
51797707	50070085	0.0342434502191833
50070085	51601094	0.0301832377949822
51601094	48415188	0.0301832361324115
48415188	49759371	0.0441909793673854
49759371	52112041	0.0441909793673854
52112041	49977959	0.0441909703363145
49977959	51843548	0.0322557423321564
51843548	51577966	0.0322557405577352
51577966	50574851	0.0301969610098572
50574851	46885891	0.0301969588450387
46885891	52173629	0.0455236655149843
52173629	51192591	0.0455236655149843
51192591	49475292	0.0455236571906994
49475292	50006314	0.0328551019852603
50006314	50767666	0.0328550998193209
50767666	51912140	0.03228211864817
51912140	45863310	0.0322821169242659
45863310	49784919	0.0434107797596888
49784919	51019754	0.0434107797596888
51019754	47420963	0.043410772438158
47420963	49967681	0.0327890830175725
49967681	51598642	0.0327890815142614
51598642	50398782	0.0343647891337493
50398782	51772809	0.0343647865093889
51772809	49727240	0.0423736006781108
49727240	50109513	0.0423736006781108
50109513	51204910	0.0423736006781108
51204910	50540218	0.0423736006781108
50540218	49126763	0.0423735870294285
49126763	51200729	0.034846964415836
51200729	48742269	0.0363465955372264
45393933	46153757	0.0343173666951637
46153757	48287346	0.0343173803595852
48287346	46773531	0.0349540257987825
46773531	46885891	0.0349540422034101
46885891	46400144	0.0345312802453597
46400144	48239032	0.0345312940166033
48239032	47635267	0.0357102302961507
47635267	47521094	0.0357102463160492
47521094	45720603	0.0352744610726401
45720603	47652990	0.035274476381803
47652990	47983225	0.0338056964047036
47983225	46476640	0.0338057111877508
46476640	48239351	0.0349795664855822
48239351	46156564	0.0349795793955963
